?LEWI?SKI,_W?adis?aw 19244
PREDIS,_Ambrogio_de 21549
PREISLER,_Jan 21550
PRENDERGAST,_Maurice_Brazil 21551
PRETI,_Mattia 21552
PREVITALI,_Andrea 21553
PREYER,_Johann_Wilhelm 21554
PRIMATICCIO,_Francesco 21555
PROCACCINI,_Camillo 21556
PROCACCINI,_Carlo_Antonio 21557
PROCACCINI,_Ercole_I 21558
PROCACCINI,_Giulio_Cesare 21559
PROVOST,_Jan 21560
PRUCKENDORFER,_Hans 21561
PRUD'HON,_Pierre-Paul 21562
PSEUDO-PIER_FRANCESCO_FIORENTINO 21563
PUCCINELLI,_Angelo 21564
PUCCINELLI,_Antonio 21565
PUCCIO_DI_SIMONE 21566
PUGA,_Antonio 21567
PUGET,_Pierre 21568
PULIGO,_Domenico 21569
PULZONE,_Scipione 21570
PUVIS_DE_CHAVANNES,_Pierre-Cécile 21571
PYNACKER,_Adam 21572
PYNAS,_Jacob_Symonsz. 21573
PYNAS,_Jan_Symonsz. 21574
PÉCHEUX,_Laurent 21575
PÉNICAUD,_Jean_II 21576
PÉNICAUD,_Pierre 21577
PÉREZ_SIERRA,_Francisco 21578
PÉREZ,_Bartolomé 21579
QUADAL,_Martin_Ferdinand 21580
QUAGLIO,_Domenico 21581
QUAST,_Pieter_Jansz. 21582
QUELLINUS,_Artus_I 21583
QUELLINUS,_Erasmus_II 21584
QUELLINUS,_Jan-Erasmus 21585
QUERCIA,_Priamo_della 21586
QUERFURT,_August 21587
QUILLARD,_Pierre-Antoine 21588
QUINSA,_Giovanni 21589
R?RBYE,_Martinus 21590
RAEBURN,_Sir_Henry 21591
RAFFAELLINO_DEL_GARBO 21592
RAFFAELLO_Sanzio 21593
RAFFAËLLI,_Jean-François 21594
RAGUENEAU,_Abraham 21595
RAGUENET,_Nicolas-Jean-Baptiste 21596
RAHL,_Carl 21597
RAMBOUX,_Johann_Anton_Alban 21598
RAMIREZ,_Felipe 21599
RAMSAY,_Allan 21600
RANC,_Jean 21601
RASMUSSEN,_Georg_Anton 21602
RATGEB,_Jörg 21603
RAVESTEYN,_Arnold 21604
RAVESTEYN,_Dirck_de_Quade_van 21605
RAVESTEYN,_Hubert_van 21606
RAVESTEYN,_Jan_Antonisz._van 21607
RAVIER,_Auguste 21608
REBELL,_Joseph 21609
RECCO,_Giacomo 21610
RECCO,_Giovan_Battista 21611
RECCO,_Giuseppe 21612
REDON,_Odilon 21613
REEKERS,_Hendrik 21614
REGGIO,_Jacopino_and_Bartolomeo_da 21615
REGNAULT,_Henri 21616
REGNAULT,_Jean-Baptiste 21617
REIJSSCHOOT,_Pieter_Jan_van 21618
REINAGLE,_Philip 21619
REINAGLE,_Ramsay_Richard 21620
REINHART,_Johann_Christian 21621
REINHOLD,_Heinrich 21622
REISER,_Niklas 21623
REIXACH,_Juan 21624
REMBRANDT_Harmenszoon_van_Rijn 21625
REMPS,_Domenico 21626
RENARD_DE_SAINT-ANDRÉ,_Simon 21627
RENI,_Guido 21628
RENOIR,_Pierre-Auguste 21629
REPIN,_Ilya_Yefimovich 21630
REQUESTA,_Giovanni_Antonio 21631
RESCHI,_Pandolfo 21632
RESTOUT,_Jean_II 21633
RESTOUT,_Jean-Bernard 21634
REVOL,_Claude-Louis-Marie 21635
REYMERSWAELE,_Marinus_van 21636
REYNOLDS,_Sir_Joshua 21637
RIBALTA,_Francisco 21638
RIBALTA,_Juan 21639
RIBERA,_Jusepe_de 21640
RIBOT,_Théodule-Augustin 21641
RICCHI,_Pietro 21642
RICCI,_Marco 21643
RICCI,_Sebastiano 21644
RICHARD,_Fleury-François 21645
RICHET,_Léon 21646
RICHTER,_Adrian_Ludwig 21647
RICHTER,_Franz_Ferdinand 21648
RICHTER,_Johan 21649
RICO_Y_ORTEGA,_Martín 21650
RIEDEL,_August 21651
RIESENER,_Henri-François 21652
RIGAUD,_Hyacinthe 21653
RIGAUD,_John_Francis 21654
RIJCK,_Pieter_Cornelisz_van 21655
RIJCKHALS,_Frans 21656
RILEY,_John 21657
RIMINALDI,_Orazio 21658
RINALDO_MANTOVANO 21659
RING,_Laurits_Andersen 21660
RING,_Ludger_tom,_the_Younger 21661
RING,_Pieter_de 21662
RIPANDA,_Jacopo 21663
RIPPL-RÓNAI,_József 21664
RITZOS,_Andreas 21665
RIZI,_Francisco 21666
ROBERT,_Hubert 21667
ROBERT,_Léopold 21668
ROBERTI,_Ercole_de' 21669
ROBERTS,_David 21670
ROBIE,_Jean-Baptiste 21671
ROBINSON._Theodore 21672
ROBUSTI,_Domenico 21673
ROBUSTI,_Marietta 21674
ROCCA,_Michele 21675
RODE,_Bernhard 21676
RODIN,_Auguste 21677
ROEHN,_Adolphe-Eug?ne-Gabriel 21678
ROELAS,_Juan_de_las 21679
ROELOFS,_Willem 21680
ROEPEL,_Coenraet 21681
ROESTRAETEN,_Pieter_Gerritsz._van 21682
ROHLFS,_Christian 21683
ROKOTOV,_Fyodor 21684
ROLAND_DE_LA_PORTE,_Henri-Horace 21685
ROLLI,_Antonio 21686
ROLLI,_Gioseffo_Maria 21687
ROMAKO,_Anton 21688
ROMANELLI,_Giovanni_Francesco 21689
ROMANESQUE_PAINTER,_Austrian 21690
ROMANESQUE_PAINTER,_Catalan 21691
ROMANESQUE_PAINTER,_English 21692
ROMANESQUE_PAINTER,_French 21693
ROMANESQUE_PAINTER,_German 21694
ROMANESQUE_PAINTER,_Italian 21695
ROMANESQUE_PAINTER,_Spanish 21696
ROMANESQUE_PAINTER,_Swiss 21697
ROMANINO,_Girolamo 21698
ROMBAUER,_János 21699
ROMBOUTS,_Gillis 21700
ROMBOUTS,_Salomon 21701
ROMBOUTS,_Theodor 21702
ROMNEY,_George 21703
RONDINELLI,_Niccol? 21704
ROOS,_Jan 21705
ROOS,_Johann_Heinrich 21706
ROOS,_Johann_Melchior 21707
ROOS,_Philipp_Peter 21708
ROSA,_Salvator 21709
ROSI,_Alessandro 21710
ROSI,_Zanobi 21711
ROSLIN,_Alexander 21712
ROSLIN,_Marie-Suzanne 21713
ROSSELLI,_Bernardo_di_Stefano 21714
ROSSELLI,_Cosimo 21715
ROSSELLI,_Matteo 21716
ROSSETTI,_Dante_Gabriel 21717
ROSSI,_Mariano 21718
ROSSO_FIORENTINO 21719
ROSSO,_Medardo 21720
ROTA,_Martino 21721
ROTARI,_Pietro_Antonio 21722
ROTTENHAMMER,_Hans_I 21723
ROTTMANN,_Carl 21724
ROTTMAYR,_Johann_Michael 21725
ROUSSEAU,_Henri 21726
ROUSSEAU,_Théodore 21727
ROUSSEAUX,_Jacques_de 21728
ROUSSEL,_Theodore 21729
ROY,_Peter_van 21730
ROYEN,_Willem_Frederik_van 21731
RUBENS,_Peter_Paul 21732
RUBLYOV,_Andrey 21733
RUISDAEL,_Isaack_van 21734
RUISDAEL,_Jacob_Isaackszon_van 21735
RUNGE,_Philipp_Otto 21736
RUNK,_Ferdinand 21737
RUOPPOLO,_Giovanni_Battista 21738
RUSCHI,_Francesco 21739
RUSI?OL_Y_PRATS,_Santiago 21740
RUSS,_Robert 21741
RUSSELL,_John 21742
RUSTICI,_Francesco 21743
RUTHART,_Carl_Borromäus_Andreas 21744
RUYSCH,_Rachel 21745
RUYSDAEL,_Salomon_van 21746
RYCKAERT,_David_II 21747
RYCKAERT,_David_the_Younger 21748
RYCKAERT,_Maerten 21749
RYCKERE,_Bernaert_de 21750
RYSBRACK,_Pieter_Andreas 21751
RYSSELBERGHE,_Théo_van 21752
RÉGNIER,_Nicolas 21753
RÉMOND,_Jean-Charles-Joseph 21754
RÉVOIL,_Pierre 21755
S?DRING,_Frederik_Hansen 21756
SABATINI,_Lorenzo 21757
SABLET,_Jacques_Henri 21758
SABLET,_Jean-François 21759
SACCHI,_Andrea 21760
SAENREDAM,_Pieter_Jansz 21761
SAFTLEVEN,_Cornelis 21762
SAFTLEVEN,_Herman 21763
SAINT-AUBIN,_Gabriel_de 21764
SAINT-EVRE,_Gillot 21765
SAINT-QUENTIN,_Jacques-Philip-Joseph_de 21766
SALIBA,_Antonio_de 21767
SALIMBENI,_Lorenzo 21768
SALIMBENI,_Ventura 21769
SALINI,_Tommaso 21770
SALLAERT,_Anthonis 21771
SALTINI,_Pietro 21772
SALUCCI,_Alessandro 21773
SALVIATI,_Cecchino_del 21774
SALVIATI,_Giuseppe 21775
SAMACCHINI,_Orazio 21776
SAN_FRIANO,_Maso_da 21777
SAN_LEOCADIO,_Paolo_de 21778
SANCHEZ_COELLO,_Alonso 21779
SANCHEZ_COTÁN,_Juan 21780
SANCHEZ,_Pedro 21781
SANDBY,_Paul 21782
SANDRART,_Joachim_von 21783
SANDTNER,_Carlo 21784
SANGALLO,_Bastiano_da 21785
SANGUIGNI,_Battista_di_Biagio 21786
SANO_di_Pietro 21787
SANTACROCE,_Girolamo_da 21788
SANTAFEDE,_Fabrizio 21789
SANTERRE,_Jean-Baptiste 21790
SANTI,_Giovanni 21791
SANTVOORT,_Dirck_Dircksz. 21792
SARACENI,_Carlo 21793
SARAZIN_DE_BELMONT,_Louise_Joséphine 21794
SARGENT,_John_Singer 21795
SARRI,_Egisto 21796
SARTORIUS,_Francis_I 21797
SARTORIUS,_John_Nost 21798
SASSETTA 21799
SASSOFERRATO 21800
SAUVAGE,_Piat-Joseph 21801
SAVERY,_Jacob_I 21802
SAVERY,_Jacob_II 21803
SAVERY,_Roelandt 21804
SAVOLDO,_Giovanni_Girolamo 21805
SAVOYEN,_Carel_van 21806
SCACCO,_Cristoforo 21807
SCARSELLINO 21808
SCHADOW,_Wilhelm_von 21809
SCHAFFNER,_Martin 21810
SCHALCKE,_Cornelis_Symonsz._van_der 21811
SCHALCKEN,_Godfried 21812
SCHALL,_Jean-Frédéric 21813
SCHEDONI,_Bartolomeo 21814
SCHEFFER,_Ary 21815
SCHEGGIA 21816
SCHIAFFINO,_Francesco_Maria 21817
SCHIAVONE,_Andrea 21818
SCHIAVONE,_Giorgio 21819
SCHICK,_Christian_Gottlieb 21820
SCHINKEL,_Karl_Friedrich 21821
SCHMIDT,_Martin_Johann 21822
SCHNETZ,_Jean-Victor 21823
SCHNORR_VON_CAROLSFELD,_Julius 21824
SCHOLDERER,_Otto_Franz 21825
SCHONGAUER,_Ludwig 21826
SCHONGAUER,_Martin 21827
SCHOOR,_Aelbert_Jansz._van_der 21828
SCHOOTEN,_Floris_Gerritsz._van 21829
SCHOPIN,_Frédéric-Henri 21830
SCHOR,_Johann_Paul 21831
SCHOUBROECK,_Pieter 21832
SCHOUMAN,_Aert 21833
SCHREYER,_Christian_Adolf 21834
SCHULTZ,_Daniel_II 21835
SCHUPPEN,_Jacques_van 21836
SCHUT,_Cornelis_I 21837
SCHUT,_Cornelis_III 21838
SCHWARZ,_Christoph 21839
SCHWIND,_Moritz_von 21840
SCHÄUFELEIN,_Hans_Leonhard 21841
SCHÖDLBERGER,_Johann_Nepomuk 21842
SCHÖNBERGER,_Lorenz_Adolf 21843
SCHÖNFELD,_Johann_Heinrich 21844
SCHÖPFER,_Hans_the_Elder 21845
SCIORINA,_Lorenzo_dello 21846
SCOREL,_Jan_van 21847
SCOTT,_Samuel 21848
SCOTT,_William_Bell 21849
SCOTTI,_Gottardo 21850
SCROTS,_Guillaume 21851
SEBASTIANO_DEL_PIOMBO 21852
SEEMAN,_Enoch 21853
SEGANTINI,_Giovanni 21854
SEGHERS,_Daniel 21855
SEGHERS,_Gerard 21856
SEGHERS,_Hercules 21857
SEGNA_DI_BUONAVENTURE 21858
SEISENEGGER,_Jacob 21859
SEITER,_Daniel 21860
SELLAER,_Vincent 21861
SEMENTI,_Giovanni_Giacomo 21862
SEMITECOLO,_Nicoletto 21863
SERAFINI,_Serafino 21864
SERODINE,_Giovanni 21865
SEROV,_Valentin 21866
SERRA,_Jaume 21867
SERRA,_Pere 21868
SERRES,_Dominic 21869
SEURAT,_Georges 21870
SEYBOLD,_Christian 21871
SEYMOUR,_James 21872
SFERINI,_Carlo_Leopoldo 21873
SHCHEDRIN,_Sil'vestr_Fedosyevich 21874
SHEE,_Sir_Martin_Archer 21875
SIBERECHTS,_Jan 21876
SICIOLANTE_DA_SERMONETA,_Girolamo 21877
SICKERT,_Walter_Richard 21878
SIGNAC,_Paul 21879
SIGNORELLI,_Francesco 21880
SIGNORELLI,_Luca 21881
SIGNORINI,_Telemaco 21882
SILO,_Adam 21883
SILVESTRE,_Israël 21884
SILVESTRE,_Louis_de 21885
SIMON_VON_TAISTEN 21886
SIMONE_DEI_CROCEFISSI 21887
SIMONE_MARTINI 21888
SIMONINI,_Francesco 21889
SINGLETON,_Henry 21890
SIRANI,_Elisabetta 21891
SIRANI,_Giovanni_Andrea 21892
SISLEY,_Alfred 21893
SITTOW,_Michel 21894
SKARBINA,_Franz 21895
SKOVGAARD,_Joakim 21896
SKOVGAARD,_Peter_Christian 21897
SLAUGHTER,_Stephen 21898
SLAVONA,_Maria 21899
SLAVÍ?EK,_Antonín 21900
SLEVOGT,_Max 21901
SLINGELAND,_Pieter_Cornelisz._van 21902
SMART,_John 21903
SMITH,_George 21904
SNAYERS,_Pieter 21905
SNIJERS,_Peter 21906
SNYDERS,_Frans 21907
SODOMA,_Il 21908
SOEST,_Gerard 21909
SOGLIANI,_Giovanni_Antonio 21910
SOLARIO,_Andrea 21911
SOLARIO,_Antonio 21912
SOLDI,_Andrea 21913
SOLE,_Giovan_Gioseffo_dal 21914
SOLIMENA,_Francesco 21915
SOLÍS,_Francisco_de 21916
SOMEREN,_Hendrick_van 21917
SON,_Joris_van 21918
SONNE,_J?rgen_Valentin 21919
SOREAU,_Isaak 21920
SORGH,_Hendrick_Maertensz. 21921
SOROLLA_Y_BASTIDA,_Joaquín 21922
SPADA,_Lionello 21923
SPADARINO,_lo 21924
SPADINO,_Bartolomeo 21925
SPADINO,_Giovanni_Paolo 21926
SPAENDONCK,_Cornelis_van 21927
SPAENDONCK,_Gerard_van 21928
SPEECKAERT,_Michel_Joseph 21929
SPELT,_Adrian_van_der 21930
SPIEGLER,_Franz_Joseph 21931
SPINELLI,_Giovanni_Battista 21932
SPINELLI,_Parri 21933
SPINELLO_ARETINO 21934
SPITZWEG,_Carl 21935
SPRANGER,_Bartholomaeus 21936
SQUARCIONE,_Francesco 21937
STALBEMT,_Adriaan_van 21938
STALBEMT,_Adriaen_van 21939
STANCHI,_Giovanni 21940
STANFIELD,_Clarkson 21941
STANIS?AWSKI,_Jan 21942
STANZIONE,_Massimo 21943
STARNINA,_Gherardo_di_Jacopo 21944
STARR,_Sidney 21945
STEEN,_Jan 21946
STEENWIJCK,_Harmen 21947
STEENWYCK,_Hendrick_van_the_Younger 21948
STEER,_Philip_Wilson 21949
STEFANO_DA_ZEVIO 21950
STEFANO_DI_SANT'AGNESE 21951
STEINFELD,_Franz 21952
STEINLE,_Edward_Jakob_von 21953
STELLA,_Fermo_da_Caravaggio 21954
STELLA,_Jacques 21955
STERN,_Ignaz 21956
STERN,_Ludovico 21957
STEVENS,_Alfred 21958
STEVENS,_Pieter 21959
STIELER,_Karl_Joseph 21960
STOCKT,_Vrancke_van_der 21961
STOM,_Matthias 21962
STOOP,_Dirck_Willemsz. 21963
STOOP,_Maerten 21964
STORCK,_Abraham 21965
STORCK,_Jacobus 21966
STOSKOPFF,_Sébastien 21967
STRADANUS,_Johannes 21968
STRANOVER,_Tobias 21969
STREECK,_Hendrick_van 21970
STREECK,_Juriaen_van 21971
STRIGEL,_Bernhard 21972
STRIGEL,_Hans_II 21973
STRIJ,_Abraham_van,_I 21974
STRIJ,_Jacob_van 21975
STRINDBERG,_August 21976
STRINGER,_Francis 21977
STRINGER,_Thomas 21978
STROOBANT,_François 21979
STROZZI,_Bernardo 21980
STROZZI,_Zanobi 21981
STRÓBL,_Alajos 21982
STRÖHLING,_Eduard 21983
STUART,_Gilbert 21984
STUBBS,_George 21985
STUCK,_Franz_von 21986
SUBLEYRAS,_Pierre 21987
SULLY,_Thomas 21988
SUSENIER,_Abraham 21989
SUSTERMANS,_Justus 21990
SUSTRIS,_Friedrich 21991
SUSTRIS,_Lambert 21992
SUVÉE,_Joseph-Benoit 21993
SUZOR-COTÉ,_Marc_Aur?le_de_Foy 21994
SWAINE,_Francis 21995
SWANENBURG,_Isaac_Claesz._van 21996
SWANEVELT,_Herman_van 21997
SWEERTS,_Michiel 21998
SWOBODA,_Rudolph_Der_G. 21999
SZINYEI_MERSE,_Pál 22000
SZÉKELY,_Bertalan 22001
SÉRUSIER,_Paul 22002
TADDEO_DI_BARTOLO 22003
TAMAGNI,_Vincenzo 22004
TAMM,_Franz_Werner_von 22005
TANZIO_DA_VARALLO 22006
TARBELL,_Edmund_Charles 22007
TARCHIANI,_Filippo 22008
TASSAERT,_Octave 22009
TASSEL,_Jean 22010
TASSI,_Agostino 22011
TAUNAY,_Nicolas_Antoine 22012
TEERLINC,_Levina 22013
TELEPY,_Károly 22014
TEMPEL,_Abraham_van_den 22015
TENERANI,_Pietro 22016
TENGNAGEL,_Jan 22017
TENIERS,_David_the_Elder 22018
TENIERS,_David_the_Younger 22019
TERBORCH,_Gerard 22020
TERBRUGGHEN,_Hendrick 22021
TERRENI,_Giuseppe_Maria 22022
TERZIO,_Francesco 22023
TESTA,_Pietro 22024
TESTELIN,_Henri 22025
THAULOW,_Fritz 22026
THEOPHANES_the_Cretan 22027
THEOPHANES_the_Greek 22028
THEOTOKOPOULOS,_Jorge_Manuel 22029
THIJS,_Pieter 22030
THIVAERT,_Daniel_Janszoon 22031
THOMA,_Hans 22032
THOMAS,_Jan 22033
THULDEN,_Theodor_van 22034
TIARINI,_Alessandro 22035
TIBALDI,_Pellegrino 22036
TIELING,_Lodewijk 22037
TIELIUS,_Johannes 22038
TIEPOLO,_Giovanni_Battista 22039
TIEPOLO,_Giovanni_Domenico 22040
TIEPOLO,_Lorenzo 22041
TIFFANY,_Louis_Comfort 22042
TILBORGH,_Gillis_van 22043
TILLEMANS,_Peter 22044
TILLOT,_Charles_Victor 22045
TINTORE,_Simone_del 22046
TINTORETTO 22047
TIRONI,_Francesco 22048
TISCHBEIN,_Johann_Friedrich_August 22049
TISCHBEIN,_Johann_Heinrich_Wilhelm 22050
TISCHBEIN,_Johann_Heinrich_the_Elder 22051
TISCHBEIN,_Johann_Heinrich_the_Younger 22052
TISSOT,_James 22053
TITO,_Santi_di 22054
TITO,_Tiberio_di 22055
TIVOLI,_Serafino_de 22056
TIZIANO_Vecellio 22057
TOCQUÉ,_Louis 22058
TOEPUT,_Lodewijk 22059
TOL,_Domenicus_van 22060
TOMA,_Gioacchino 22061
TOMMASI,_Adolfo 22062
TOMMASO_DA_MODENA 22063
TOMMASO_DI_CREDI 22064
TOORENVLIET,_Jacob 22065
TOOROP,_Jan 22066
TORBIDO,_Francesco 22067
TORELLI,_Felice 22068
TORELLI,_Stefano 22069
TORNYAI,_János 22070
TORRENTIUS,_Johannes 22071
TORRES,_Clemente_de 22072
TORRITI,_Jacopo 22073
TOSCANI,_Giovanni_di_Francesco 22074
TOSINI,_Michele 22075
TOULMOUCHE,_Auguste 22076
TOULOUSE-LAUTREC,_Henri_de 22077
TOURNI?RES,_Robert 22078
TOURNIER,_Nicolas 22079
TRABALLESI,_Bartolomeo 22080
TRABALLESI,_Francesco 22081
TRABALLESI,_Giuliano 22082
TRAUT,_Wolf 22083
TRAVERSI,_Gaspare 22084
TRAVI,_Antonio 22085
TRECK,_Jan_Jansz. 22086
TREVISANI,_Francesco 22087
TRINQUESSE,_Louis-Rolland 22088
TRISTÁN_DE_ESCAMILLA,_Luis 22089
TROGER,_Paul 22090
TROOST,_Cornelis 22091
TROTTI,_Giovanni_Battista 22092
TROY,_François_de 22093
TROY,_Jean-François_de 22094
TROYEN,_Rombout_van 22095
TROYON,_Constant 22096
TRUMBULL,_John 22097
TRUTAT,_Félix 22098
TRÜBNER,_Wilhelm 22099
TSAFOURIS,_Nikolaos 22100
TURA,_Cosm? 22101
TURA,_Giovanni_Francesco 22102
TURCHI,_Alessandro 22103
TURNER,_Joseph_Mallord_William 22104
TURPIN_DE_CRISSÉ,_Lancelot-Théodore 22105
TUXEN,_Laurits_Regner 22106
TWACHTMAN,_John_Henry 22107
TÖPFFER,_Adam-Wolfgang 22108
UBERTI,_Pietro 22109
UCCELLO,_Paolo 22110
UDEN,_Lucas_van 22111
UGOLINO_DI_NERIO 22112
UGOLINO_DI_TEDICE 22113
UGOLINO-LORENZETTI 22114
UHDE,_Fritz_van 22115
UKHTOMSKY,_Konstantin_Andreyevich 22116
ULFT,_Jacob_van_der 22117
UNKNOWN_CABINETMAKER,_Flemish 22118
UNKNOWN_CABINETMAKER,_German 22119
UNKNOWN_ICON_PAINTER,_Cretan 22120
UNKNOWN_ICON_PAINTER,_Greek 22121
UNKNOWN_ICON_PAINTER,_Russian 22122
UNKNOWN_MASTER,_Austrian 22123
UNKNOWN_MASTER,_Bohemian 22124
UNKNOWN_MASTER,_Catalan 22125
UNKNOWN_MASTER,_Dutch 22126
UNKNOWN_MASTER,_English 22127
UNKNOWN_MASTER,_Flemish 22128
UNKNOWN_MASTER,_French 22129
UNKNOWN_MASTER,_German 22130
UNKNOWN_MASTER,_Hungarian 22131
UNKNOWN_MASTER,_Italian 22132
UNKNOWN_MASTER,_Netherlandish 22133
UNKNOWN_MASTER,_Spanish 22134
UNKNOWN_MASTER,_Swiss 22135
UNTERBERGER,_Franz-Richard 22136
URBANI,_Andrea 22137
URY,_Lesser 22138
USSI,_Stefano 22139
UTENS,_Giusto 22140
UTRECHT,_Adriaen_van 22141
UYL,_Jan_Jansz._den,_the_Elder 22142
UYTTENBROECK,_Moyses_Matheusz_van 22143
VAARDT,_Jan_van_der 22144
VACCARO,_Andrea 22145
VADDER,_Lodewijk_de 22146
VAFFLARD,_Pierre-Auguste 22147
VALCKENBORCH,_Frederik_van 22148
VALCKENBORCH,_Gillis_van 22149
VALCKENBORCH,_Lucas_van 22150
VALCKENBORCH,_Marten_van_I 22151
VALCKERT,_Werner_Jacobsz._van_den 22152
VALDÉS_LEAL,_Juan_de 22153
VALENCIENNES,_Pierre-Henri_de 22154
VALENTIN_DE_BOULOGNE 22155
VALESIO,_Giovanni_Luigi 22156
VALLAYER-COSTER,_Anne 22157
VALLIN,_Jacques-Antoine 22158
VALLOTTON,_Félix 22159
VANDERBANK,_John_the_Younger 22160
VANDERLYN,_John 22161
VANNI,_Francesco 22162
VANNI,_Lippo 22163
VANNINI,_Ottavio 22164
VARIN,_Quentin 22165
VAROTARI,_Chiara 22166
VASARI,_Giorgio 22167
VASSALLO,_Antonio_Maria 22168
VASSILACCHI,_Antonio 22169
VECCHI,_Giovanni_de' 22170
VECCHIA,_Pietro_della 22171
VECCHIETTA 22172
VECELLIO,_Francesco 22173
VEEN,_Otto_van 22174
VEERENDAEL,_Nicolaes_van 22175
VELDE,_Adriaen_van_de 22176
VELDE,_Esaias_van_de 22177
VELDE,_Henry_van_de 22178
VELDE,_Jan_Jansz._van_de 22179
VELDE,_Peter_van_den 22180
VELDE,_Willem_van_de,_the_Elder 22181
VELDE,_Willem_van_de,_the_Younger 22182
VELSEN,_Jacob_van 22183
VELÁZQUEZ,_Diego_Rodriguez_de_Silva_y 22184
VENDRI,_Antonio_da 22185
VENNE,_Adriaen_Pietersz._van_de 22186
VENNE,_Jan_van_der 22187
VENUSTI,_Marcello 22188
VERBEECK,_Cornelis 22189
VERBOECKHOVEN,_Eug?ne-Joseph 22190
VERBOOM,_Adriaen_Hendricksz. 22191
VERBRUGGEN,_Gaspar_Peeter_the_Elder 22192
VERBRUGGEN,_Gaspar_Peeter_the_Younger 22193
VERBURGH,_Dionijs 22194
VERELST,_Herman_Pietersz. 22195
VERELST,_Maria 22196
VERELST,_Pieter_Harmensz. 22197
VERELST,_Simon_Pietersz. 22198
VERELST,_William 22199
VERESHCHAGIN,_Petr_Petrovich 22200
VERESHCHAGIN,_Vasily_Vasilyevich 22201
VERHAECHT,_Tobias 22202
VERHAGHEN,_Pieter_Jozef 22203
VERHOUT,_Constantijn 22204
VERKOLJE,_Johannes_I 22205
VERMEER_VAN_HAARLEM,_Jan_the_Elder 22206
VERMEER_VAN_HAARLEM,_Jan_the_Younger 22207
VERMEER,_Barent 22208
VERMEER,_Johannes 22209
VERMEHREN,_Frederik 22210
VERMEULEN,_Andries 22211
VERMEULEN,_Jan 22212
VERMEYEN,_Jan_Cornelisz. 22213
VERMIGLIO,_Giuseppe 22214
VERNET,_Carle 22215
VERNET,_Claude-Joseph 22216
VERNET,_Horace 22217
VERON,_Alexandre_Paul_Joseph 22218
VERONESE,_Paolo 22219
VERROCCHIO,_Andrea_del 22220
VERSCHUUR,_Wouter 22221
VERSPRONCK,_Jan_Cornelisz 22222
VERSTAPPEN,_Martin 22223
VERSTRAELEN,_Anthonie 22224
VERTANGEN,_Daniel 22225
VERVLOET,_Frans 22226
VERWER,_Abraham_de 22227
VERWER,_Justus_de 22228
VERWILT,_François 22229
VESTIER,_Antoine 22230
VIANI,_Antonio_Maria 22231
VIANI,_Domenico_Maria 22232
VICENTINO,_Andrea 22233
VICTORIA,_Vicente 22234
VICTORS,_Jan 22235
VIDAL,_Eug?ne 22236
VIEN,_Joseph-Marie 22237
VIGHI,_Giacomo 22238
VIGNALI,_Jacopo 22239
VIGNON,_Claude 22240
VIGNON,_Victor_Alfred_Paul 22241
VIGÉE,_Louis 22242
VIGÉE-LEBRUN,_Élisabeth 22243
VILADOMAT_Y_MANALT,_Antonio 22244
VILLANDRANDO,_Rodrigo_de 22245
VINCENT,_François-André 22246
VINCKBOONS,_David 22247
VINNE,_Vincent_I_Laurensz._van_der 22248
VINNE,_Vincent_II_Laurensz._van_der 22249
VIOLA,_Giovan_Battista 22250
VISENTINI,_Antonio 22251
VISSCHER,_Cornelis 22252
VITALE_DA_BOLOGNA 22253
VITI,_Timoteo 22254
VITRINGA,_Wigerus 22255
VITTORIA,_Alessandro 22256
VIVARINI,_Alvise 22257
VIVARINI,_Antonio 22258
VIVARINI,_Bartolomeo 22259
VIVIEN,_Joseph 22260
VLEUGHELS,_Nicolas 22261
VLIEGER,_Simon_de 22262
VLIET,_Hendrick_Cornelisz._van 22263
VLIET,_Willem_van_der 22264
VOET,_Jacob_Ferdinand 22265
VOGEL_VON_VOGELSTEIN,_Carl_Christian 22266
VOGEL,_Christian_Leberecht 22267
VOGLER,_Paul 22268
VOGT,_Adelgunde 22269
VOILLE,_Jean_Louis 22270
VOIRIOT,_Guillaume 22271
VOIS,_Arie_de 22272
VOLAIRE,_Pierre-Jacques 22273
VOLLON,_Antoine 22274
VONNOH,_Robert_William 22275
VOOGD,_Hendrik 22276
VOORHOUT,_Johannes 22277
VOORT,_Cornelis_van_der 22278
VOS,_Cornelis_de 22279
VOS,_Marten_de 22280
VOS,_Paul_de 22281
VOS,_Simon_de 22282
VOSMAER,_Daniel 22283
VOSMAER,_Jacob_Woutersz 22284
VOUET,_Simon 22285
VRANCX,_Sebastian 22286
VREDEMAN_DE_VRIES,_Hans 22287
VREDEMAN_DE_VRIES,_Paul 22288
VREE,_Nicolaes_de 22289
VREL,_Jacobus 22290
VRIES,_Abraham_de 22291
VRIES,_Roelof_van 22292
VROOM,_Cornelis_Hendricksz._the_Younger 22293
VROOM,_Hendrick_Cornelisz. 22294
VUCHT,_Jan_van 22295
VUILLARD,_Édouard 22296
VÁZQUEZ,_Alonso 22297
VÁZQUEZ,_Antonio 22298
WAEL,_Cornelis_de 22299
WAHL,_Johann_Salomon 22300
WAITT,_Richard 22301
WALDMÜLLER,_Fedinand_Georg 22302
WALKER,_Robert 22303
WALS,_Goffredo 22304
WALSCAPELLE,_Jacob_van 22305
WALTHER,_Friedrich 22306
WARD,_James 22307
WASMANN,_Friedrich 22308
